year,month,day,hour,min,sec,lon,lat,depth,mag
2011,5,2,10,26,15.583,178.275,-39.512,33,3.24
2011,5,4,18,12,41.551,178.446,-37.791,12,3.108
2011,5,4,22,14,0.937,178.132,-38.303,20.497,3.9
2011,5,7,23,9,3.422,169.639,-44.027,5,3.08
2011,5,8,21,6,57.974,179.231,-37.596,33,3.314
2011,5,9,7,28,36.329,175.994,-40.555,28.93,3.346
2011,5,12,7,44,24.284,168.564,-44.194,5,3.304
2011,5,12,20,11,2.302,177.07,-39.572,22.84,3.106
2011,5,15,2,51,31.162,174.082,-43.799,33,3.081
2011,5,15,4,20,59.931,166.966,-45.033,37.04,3.315
2011,5,15,6,58,52.831,166.149,-46.998,5,3.22
2011,5,16,10,4,28.23,175.421,-39.239,20.63,3.07
2011,5,18,1,57,29.714,174.388,-41.752,8.96,3.025
2011,5,19,7,41,1.44,165.921,-46.374,33,3.724
2011,5,21,23,2,52.249,176.985,-37.639,5,3.599
2011,5,22,1,25,38.598,175.056,-40.376,32.8,3.623
2011,5,23,19,51,0.78,172.186,-40.995,5,3.183
2011,5,26,4,55,58.728,170.846,-43.319,5,3.492
2011,5,27,3,42,51.124,170.659,-44.463,5,3.8
2011,5,27,19,53,34.048,166.113,-46.311,33.93,3.567
2011,5,28,13,35,7.459,173.925,-41.874,11.52,3.476
2011,5,29,4,36,52.754,177.233,-39.468,20.47,3.582
2011,5,29,7,39,55.761,177.898,-38.536,23.725,3.26
2011,5,30,10,31,15.885,176.777,-40.339,29.939,3.364
2011,5,31,22,1,7.172,165.849,-46.207,30.89,3.153
2011,6,2,14,47,32.164,165.931,-46.316,5,3.528
2011,6,3,7,47,0.537,177.2,-38.348,39.643,3.322
2011,6,5,19,58,5.903,172.462,-41.948,12,3.561
2011,6,7,15,15,7.269,173.169,-42.317,12,3.9
2011,6,10,3,0,59.03,179.386,-37.103,33,3.508
2011,6,10,11,51,49.295,176.098,-40.912,27.203,3.061
2011,6,10,19,32,1.397,168.378,-44.192,5,4
2011,6,12,2,28,18.648,168.173,-44.317,5,4.2
2011,6,12,3,17,41.484,178.213,-37.455,5,3.097
2011,6,12,18,20,58.608,176.302,-40.357,34.842,3.121
2011,6,13,20,36,59.749,178.826,-38.287,31.148,3.019
2011,6,14,15,17,50.179,178.652,-38.525,29.572,3.347
2011,6,14,22,41,52.129,176.794,-41.042,33,3.294
2011,6,18,21,30,31.428,176.689,-40.95,33,3.129
2011,6,19,3,16,37.243,168.391,-44.532,5,4
2011,6,19,3,51,50.153,174.649,-42.413,33,3.354
2011,6,19,20,53,15.486,165.747,-46.817,12,4.1
2011,6,21,8,13,5.798,174.852,-41.037,33,3.138
2011,6,21,13,1,20.589,166.039,-46.323,20,3.63
2011,6,22,11,39,55.365,176.602,-41.064,33,3.038
2011,6,23,5,21,24.61,177.485,-39.151,30.466,3.26
2011,6,24,4,20,26.105,172.796,-42.251,12,3.082
2011,6,25,8,54,15.699,177.402,-39.325,33,3.443
2011,6,25,18,23,32.378,172.378,-41.322,5,3.339
2011,6,26,10,25,36.101,175.118,-40.401,16.121,3.001
2011,6,26,22,0,27.925,176.543,-40.992,23.828,3.697
2011,6,27,15,48,54.338,177.347,-39.311,27.541,3.535
2011,6,27,19,49,31.108,176.781,-40.46,5,3.553
2011,6,29,2,36,54.442,165.981,-46.377,5,3.378
2011,6,29,7,43,45.837,170.269,-43.494,5,3.8
2011,7,4,8,36,51.677,177.009,-40.792,12,4.8
2011,7,4,19,37,22.376,171.759,-43.005,5,3.608
2011,7,5,5,12,33.527,179.541,-38.16,33,3.565
2011,7,5,15,7,12.517,174.188,-41.68,20.52,3.202
2011,7,8,0,43,33.321,170.143,-43.704,7.187,3.457
2011,7,9,15,55,36.904,179.387,-37.685,33,3.05
2011,7,9,20,14,50.713,169.691,-44.156,5,3.228
2011,7,11,10,15,43.375,176.035,-40.652,24.518,3.277
2011,7,13,17,19,29.952,168.048,-44.433,5,3.106
2011,7,14,7,30,28.24,177.415,-37.356,5,3.037
2011,7,15,6,22,59.497,176.628,-40.351,23.981,4.224
2011,7,19,3,14,50.439,168.347,-44.409,5,3.164
2011,7,23,0,33,37.795,173.129,-42.101,11.349,4
2011,7,23,10,49,37.149,178.704,-38.261,28.449,3.294
2011,7,23,17,58,59.232,176.688,-36.066,33,3.141
2011,7,23,19,1,44.066,178.279,-38.468,35.252,3.36
2011,7,26,2,49,29.764,179.076,-37.459,33,3.399
2011,7,28,1,9,11.973,176.868,-40.384,17.781,3.197
2011,7,28,6,40,6.547,178.368,-38.992,26.4,3.173
2011,7,28,7,20,48.905,174.659,-42.209,33.404,3.5
2011,8,2,3,25,12.35,177.378,-38.974,38.093,3.255
2011,8,2,9,54,20.651,179.509,-37.216,33,3.364
2011,8,3,9,32,24.154,177.37,-37.184,5,3.085
2011,8,8,5,24,45.677,175.616,-39.646,5,3.138
2011,8,9,1,35,8.006,175.487,-40.848,26.548,3.047
2011,8,9,23,57,22.971,175.738,-37.73,5,3.156
2011,8,11,8,25,35.306,178.084,-38.971,39.399,3.559
2011,8,11,13,57,16.898,178.493,-37.559,32.525,3.07
2011,8,13,6,24,47.953,171.948,-42.525,5,3.047
2011,8,13,14,21,31.305,176.044,-39.925,39.755,3.416
2011,8,15,5,24,42.641,176.181,-40.434,34.878,3.845
2011,8,15,6,40,20.234,177.861,-38.587,25.037,3.041
2011,8,16,0,24,5.485,179.662,-37.61,12,3.032
2011,8,17,9,45,45.195,171.735,-43.802,16.587,3.201
2011,8,20,7,48,55.488,174.836,-42.783,33,3.194
2011,8,20,20,1,36.238,178.96,-39.471,33,3.707
2011,8,22,17,21,44.696,174.693,-39.116,22.553,3.048
2011,8,23,13,33,46.216,177.317,-39.344,32.399,3.613
2011,8,26,10,33,20.705,179.105,-36.982,33,3.603
2011,8,26,13,51,23.224,173.698,-43.319,12,3.016
2011,8,28,20,18,53.286,175.765,-38.995,5,3.165
2011,8,29,19,11,53.399,176.628,-37.834,3,4.5
2011,8,29,19,24,5.557,166.709,-45.17,12,3.223
2011,8,30,1,17,35.842,178.132,-36.788,33,3.443
2011,9,2,9,52,22.806,175.031,-39.36,27.712,3.114
2011,9,2,14,15,56.529,178.836,-38.287,33,3.775
2011,9,4,13,8,23.229,178.354,-38.205,17.043,3.4
2011,9,6,23,25,41.214,173.997,-41.874,12.893,3.088
2011,9,9,5,56,33.756,177.603,-38.92,27.979,3.353
2011,9,11,17,30,35.367,174.596,-41.796,31.881,3.252
2011,9,12,7,29,46.488,177.05,-39.512,25.564,3.053
2011,9,14,23,42,3.7,166.178,-46.432,20,3.033
2011,9,16,3,28,56.743,166.297,-46.987,33,3.171
2011,9,19,9,15,37.336,173.823,-41.724,14.12,3.087
2011,9,19,18,45,11.413,176.54,-39.997,29.7,3.003
2011,9,21,12,43,53.739,178.567,-38.563,33,3.069
2011,9,24,18,7,27.761,167.34,-44.64,5,3.128
2011,9,24,22,23,57.352,166.655,-45.153,5,3.477
2011,9,25,8,29,49.77,176.082,-40.896,29.419,3.446
2011,9,26,3,28,23.313,178.824,-38.016,30.948,3.145
2011,9,27,8,8,52.359,177.517,-39.14,30.891,3.087
2011,9,28,18,0,44.087,177.278,-39.498,29.357,3.092
2011,9,29,13,46,42.946,177.505,-38.374,39.445,3.176
2011,9,29,23,5,4.195,178.884,-37.772,27.902,3.266
2011,10,1,7,12,46.888,178.776,-38.648,33,3.313
2011,10,2,11,27,44.675,171.145,-43.501,16.672,3.076
2011,10,2,21,46,29.952,175.028,-40.233,5,3.235
2011,10,3,14,19,30.265,178.766,-38.453,33,4.4
2011,10,4,5,10,8.36,167.705,-44.596,12,3.114
2011,10,4,23,8,49.447,179.387,-37.047,12,3.061
2011,10,4,23,26,51.121,177.133,-39.804,22.536,3.23
2011,10,5,7,14,18.397,176.671,-39.894,31.226,3.379
2011,10,7,8,16,57.336,178.031,-38.924,32.062,3.234
2011,10,9,12,9,43.186,177.558,-37.823,36.729,3.155
2011,10,9,19,45,30.259,166.792,-45.235,12,3.215
2011,10,11,8,59,35.725,165.729,-45.762,5,3.276
2011,10,13,12,23,51.449,175.583,-41.002,27.216,3.093
2011,10,13,23,13,41.591,167.585,-44.614,5,3.031
2011,10,14,2,54,58.073,176.899,-39.324,27.4,3.301
2011,10,14,4,6,44.595,179.071,-38.296,33,3.066
2011,10,16,13,36,39.094,175.271,-39.368,25.325,3.203
2011,10,20,2,40,14.632,176.784,-40.472,12,3.34
2011,10,23,12,24,24.622,176.991,-38.898,38.763,3.331
2011,10,24,4,30,59.871,172.431,-41.327,5,4.1
2011,10,26,18,38,4.992,177.992,-36.813,5,3.139
2011,10,29,3,54,36.404,179.109,-38.275,33,3.01
2011,10,29,22,10,42.388,176.649,-37.807,5,3.7
2011,10,31,12,25,47.188,174.307,-41.768,19.15,3.021
2011,11,1,13,0,50.697,177.227,-39.234,29.707,3.249
2011,11,1,22,41,59.279,174.289,-41.631,11.648,4.4
2011,11,3,0,17,46.143,171.935,-43.256,10.58,3.046
2011,11,6,18,11,7.524,178.969,-38.263,33,3.18
2011,11,8,14,12,54.611,175.559,-40.562,28.518,3.02
2011,11,9,19,8,14.627,176.501,-40.345,26.002,3.048
2011,11,13,1,32,10.196,179.152,-37.846,33,3.924
2011,11,16,7,18,42.491,178.077,-38.964,28.474,4.6
2011,11,17,17,31,22.688,179.709,-37.508,33,4.3
2011,11,18,2,51,16.233,179.076,-37.879,12,3.052
2011,11,18,12,58,23.2,174.117,-41.557,30.855,3.036
2011,11,19,8,53,34.973,172.235,-43.207,14.772,3.19
2011,11,20,8,6,28.249,179.445,-38.361,33,3.19
2011,11,20,15,56,56.361,175.892,-40.214,26.769,3.284
2011,11,22,2,6,11.918,177.787,-37.159,33,4.132
2011,11,22,8,24,11.809,177.152,-38.9,33,4
2011,11,29,15,32,16.363,169.395,-44.933,5,3.016
2011,11,29,16,26,39.938,178.498,-38.6,27.938,3.059
2011,11,30,4,0,2.992,168.333,-44.592,5,3.085
2011,11,30,6,9,18.217,172.892,-43.727,12,3.155
2011,12,1,14,50,55.145,179.508,-37.426,12,3.58
2011,12,3,17,4,14.947,169.313,-44.53,12,3.114
2011,12,7,21,16,41.958,174.731,-41.15,34.076,3.8
2011,12,8,17,57,15.455,179.694,-37.393,12,3.422
2011,12,13,11,16,55.222,166.457,-46.86,5,3.621
2011,12,14,20,34,28.734,165.974,-46.258,12,4.1
2011,12,15,12,49,44.319,177.179,-39.242,29.453,3.311
2011,12,15,17,13,35.812,178.751,-38.379,33,3.572
2011,12,23,9,56,49.781,179.246,-38.328,33,3.271
2011,12,23,22,15,10.524,179.257,-37.512,12,3.16
2011,12,28,3,41,38.652,176.726,-37.776,5,3.407
2011,12,28,20,7,53.566,168.83,-43.945,12.212,3.012
2011,12,31,6,22,42.5,169.673,-43.997,5,3.162
2012,1,2,22,46,11.003,177.985,-38.809,24.776,3.007
2012,1,5,23,50,25.479,174.192,-39.538,26.09,3.798
2012,1,9,12,48,34.292,176.876,-39.306,31.14,3.465
2012,1,11,11,27,19.84,170.94,-43.162,5.003,3.184
2012,1,14,4,54,20.711,170.869,-43.203,5,3.008
2012,1,14,10,48,58.483,170.615,-44.222,5.022,3.035
2012,1,15,10,38,16.799,175.877,-38.848,7.33,3.035
2012,1,16,7,5,0.264,174.05,-38.524,4.575,3.237
2012,1,17,15,12,30.891,176.578,-40.309,17.236,4.4
2012,1,19,6,48,48.289,165.769,-46.98,12.002,6
2012,1,20,18,22,41.743,178.355,-38.402,23.366,3.17
2012,1,21,10,11,28.232,175.84,-40.905,26.954,3.264
2012,1,21,19,49,37.565,176.949,-39.843,26.55,4.227
2012,1,23,5,39,27.689,178.452,-38.5,16.499,3.085
2012,1,24,12,10,38.67,177.124,-36.944,6.542,3.059
2012,1,25,10,57,50.236,176.508,-40.601,25.525,3.264
2012,1,26,5,23,30.257,166.91,-45.273,22.109,3.118
2012,1,26,5,40,19.265,176.747,-37.794,8.057,3.2
2012,1,26,5,56,53.384,175.046,-39.245,25.284,3.071
2012,1,26,18,54,20.39,177.119,-39.77,17.179,3.527
2012,1,27,10,24,28.15,169.348,-44.073,33,3.319
2012,1,28,3,20,0.198,179.43,-38.051,25.505,3.166
2012,1,28,22,56,10.745,172.592,-41.942,19.448,4.2
2012,1,30,3,33,21.353,175.006,-41.289,26.932,3.315
2012,1,31,12,37,48.677,166.263,-46.43,12.145,3.171
2012,2,1,3,4,17.432,178.761,-37.453,36.972,3.221
2012,2,1,11,4,43.645,176.188,-38.616,5.519,3.6
2012,2,8,5,21,15.218,177.133,-38.632,10.195,3.139
2012,2,8,7,30,26.451,176.609,-38.069,10.763,3.44
2012,2,9,9,57,1.243,174.81,-40.916,38.173,3.686
2012,2,10,9,11,1.436,177.276,-39.539,29.492,3.524
2012,2,12,8,13,13.114,173.935,-42.288,21,3.049
2012,2,16,18,51,53.577,177.925,-38.838,35.865,3.208
2012,2,17,7,54,36.21,175.517,-40.847,28.928,4
2012,2,17,21,11,8.436,174.896,-40.14,15.183,3.494
2012,2,20,11,3,25.659,175.314,-39.127,9.134,3.053
2012,2,20,14,51,55.318,176.795,-39.935,35.147,4.1
2012,2,22,12,22,21.061,176.591,-39.776,30.786,3.66
2012,2,24,11,6,42.208,178.896,-38.309,37.772,3.031
2012,2,25,15,21,34.937,179.275,-37.582,35.413,3.018
2012,2,29,16,16,51.122,177.476,-36.985,7.926,3.032
2012,3,1,7,52,42.823,167.596,-44.726,5.003,3.083
2012,3,5,20,46,50.922,168.387,-44.48,5.183,3.057
2012,3,6,17,7,16.887,166.182,-46.251,12,3.027
2012,3,8,19,21,49.096,176.313,-40.128,36.918,4.4
2012,3,9,20,22,1.246,175.017,-39.369,27.194,3.098
2012,3,10,10,57,29.675,168.642,-45.933,12.197,3.072
2012,3,14,19,7,43.832,166.842,-45.187,5.037,4.8
2012,3,15,22,2,28.202,175.072,-39.232,24.993,3.27
2012,3,16,11,35,51.286,178.302,-36.814,23.74,3.345
2012,3,18,10,23,19.235,179.033,-38.265,27.363,3.066
2012,3,18,18,57,28.954,175.58,-41.004,36.321,3.28
2012,3,19,16,5,55.724,177.614,-39.285,24.173,3.03
2012,3,20,9,8,28.483,165.879,-46.216,12,3.9
2012,3,20,20,31,26.558,174.114,-41.868,16.445,3.18
2012,3,22,21,47,27.772,179.199,-37.084,21.962,3.525
2012,3,24,10,18,52.919,165.981,-46.39,5,3.367
2012,3,26,15,54,48.718,178.898,-39.722,33,3.153
2012,3,27,18,30,59.231,173.777,-41.774,25.039,3.742
2012,3,28,2,30,24.151,176.816,-38.72,8.111,3.065
2012,3,28,7,59,11.922,174.952,-40.168,16.48,3.372
2012,3,30,18,16,31.709,176.488,-40.294,24.469,3.101
2012,3,30,18,47,38.658,175.449,-40.92,19.928,4.3
2012,4,3,12,42,27.579,178.637,-38.267,5.197,3.396
2012,4,3,18,9,4.379,178.904,-38.164,12,3.071
2012,4,4,6,49,58.048,179.318,-37.494,33,3.051
2012,4,4,20,49,13.569,177.376,-38.847,29.316,3.495
2012,4,5,23,5,0.842,169.704,-44.136,5,3.9
2012,4,6,11,17,0.401,169.928,-43.565,5.059,3.023
2012,4,9,16,9,30.652,167.211,-45.327,29.727,3.298
2012,4,9,21,25,44.362,178.702,-38.095,17.576,4.4
2012,4,10,22,31,28.366,166.232,-46.246,19.071,3.122
2012,4,11,4,58,35.679,167.772,-45.574,15.078,3.094
2012,4,12,7,18,44.868,171.524,-41.58,4.655,3.5
2012,4,14,8,15,46.794,179.095,-38.348,26.884,3.045
2012,4,14,16,29,10.649,174.721,-38.925,14.539,3.179
2012,4,14,19,45,37.866,166.94,-45.149,5,3.309
2012,4,16,10,0,10.336,176.2,-39.977,35.931,3.049
2012,4,17,13,3,18.342,171.988,-43.284,8.34,3.12
2012,4,17,13,20,56.666,177.244,-39.703,15.783,3.588
2012,4,20,15,55,48.068,176.957,-39.778,37.559,3.661
2012,4,23,8,15,46.246,176.95,-39.022,24.314,3.21
2012,4,23,10,59,34.441,166.185,-46.439,5,3.125
2012,4,24,12,53,35.222,172.789,-42.471,18.258,4.1
2012,4,27,0,58,7.055,170.851,-43.106,5.192,3.6
2012,4,29,10,5,13.818,177.849,-38.576,19.403,3.692
2012,4,29,21,14,2.29,168.614,-44.493,5,3.8
2012,4,30,12,29,6.536,171.94,-43.229,5.736,3.481
2012,5,1,7,44,20.011,174.942,-40,28.967,3.361
2012,5,2,18,32,42.099,167.469,-46.001,12,3.067
2012,5,3,6,52,20.91,178.725,-38.574,36.002,3.043
2012,5,3,13,50,36.167,175.039,-39.37,27.898,3.311
2012,5,3,15,57,50.377,166.043,-47.284,5,3.174
2012,5,4,9,47,34.674,168.265,-44.476,5,3.448
2012,5,4,19,31,41.674,178.066,-37.751,38.231,3.422
2012,5,5,23,33,13.277,174.672,-41.367,32.194,4
2012,5,6,0,31,15.813,170.867,-43.026,5.055,3.8
2012,5,6,0,43,39.56,173.904,-42.284,25.463,3.194
2012,5,6,5,24,39.103,178.592,-37.516,33.555,3.253
2012,5,8,1,16,57.462,178.881,-38.755,33.197,3.392
2012,5,8,22,47,18.868,174.917,-40.07,15.773,3.552
2012,5,9,19,36,4.154,173.954,-42.297,26.349,4.2
2012,5,10,4,15,21.509,174.393,-39.933,10.166,3.11
2012,5,11,22,7,34.108,167.152,-46.321,12.018,4.7
2012,5,12,19,14,32.799,171.886,-43.279,12.09,3.058
2012,5,20,11,20,2.061,174.321,-37.849,4.525,3.087
2012,5,24,17,51,56.84,178.713,-38.442,36.716,3.048
2012,5,26,8,21,27.678,179.015,-37.225,28.161,3.534
2012,5,29,1,29,3.217,170.057,-44.534,5,3.407
2012,5,29,6,40,31.553,178.746,-39.46,16.487,3.278
2012,5,29,11,13,3.509,174.974,-41.354,16.8,3.07
2012,5,30,22,27,58.03,171.369,-43.791,24.102,4.4
2012,6,7,14,37,29.727,169.74,-44.222,5,3.6
2012,6,7,16,32,56.982,166.285,-46.225,12,3.292
2012,6,7,19,22,12.141,171.737,-42.713,13.346,3.052
2012,6,9,3,14,36.866,179.372,-37.481,21.002,3.048
2012,6,13,12,35,31.682,173.897,-42.295,21.51,3.438
2012,6,14,8,3,23.424,173.026,-42.197,16.483,3.28
2012,6,18,14,59,27.406,166.991,-44.594,5.469,3.621
2012,6,23,14,4,17.34,176.631,-40.425,23.519,3.213
2012,6,23,18,26,38.066,175.742,-41.301,19.918,3.093
2012,6,24,9,29,2.258,177.561,-39.402,22.378,3.28
2012,6,28,15,50,39.717,179.559,-37.981,15.642,3.22
2012,6,28,23,49,32.323,168.742,-44.73,5,3.256
2012,6,29,15,19,40.42,174.332,-41.613,26.989,3.214
2012,7,2,21,39,53.376,175.625,-40.888,18.062,3.338
2012,7,4,22,55,9.011,172.782,-42.194,21.226,3.6
2012,7,5,21,44,28.93,171.508,-41.885,22.264,3.19
2012,7,6,12,4,56.014,166.217,-46.175,5,3.726
2012,7,6,22,14,46.914,175.302,-40.901,28.811,3.025
2012,7,7,7,28,28.326,176.785,-37.738,10.546,3.294
2012,7,7,15,34,14.637,178.057,-38.88,37.255,3.052
2012,7,7,17,58,21.805,167.895,-44.603,12.266,4
2012,7,11,22,54,31.388,174.884,-41.066,30.48,3.483
2012,7,12,11,59,17.876,167.51,-45.045,12.002,3.561
2012,7,12,17,46,45.71,173.301,-39.705,11,3.1
2012,7,12,20,56,1.847,171.501,-42.038,17.38,3.421
2012,7,13,7,29,50.285,173.927,-39.208,12.79,3.06
2012,7,13,9,24,45.769,167.275,-45.037,24.695,3.262
2012,7,13,19,53,41.136,177.846,-38.56,28.196,4.1
2012,7,14,8,2,9.977,168.058,-44.552,5.005,3.7
2012,7,15,9,31,5.568,175.703,-39.678,17.892,3.9
2012,7,15,12,34,35.432,172.332,-41.479,13.593,3.5
2012,7,19,17,34,39.59,173.386,-40.615,12.023,3.692
2012,7,21,9,45,11.48,177.176,-39.285,27.605,3.326
2012,7,22,3,40,37.01,175.095,-41.174,3.793,3.046
2012,7,26,6,57,47.954,176.159,-40.541,27.09,4.9
2012,7,26,16,22,43.048,166.468,-46.463,5.013,3.273
2012,7,27,14,13,39.842,167.691,-45.532,12.008,3.006
2012,7,30,12,19,14.975,166.155,-46.449,12,3.746
2012,7,30,12,43,41.524,174.936,-40.027,23.576,3.388
2012,7,31,1,19,0.813,166.252,-46.624,5,4.2
2012,8,1,9,21,51.461,166.033,-46.16,12,3.133
2012,8,5,7,36,55.579,165.601,-46.493,5.197,3.379
2012,8,9,7,39,41.253,166.117,-46.532,12,4.7
2012,8,11,18,40,59.398,172.557,-42.862,38.057,3.089
2012,8,13,23,27,49.2,179.525,-37.488,38.11,3.588
2012,8,14,8,57,55.391,165.727,-46.094,5.055,3.356
2012,8,15,1,27,7.827,179.346,-37.824,34.374,3.064
2012,8,15,7,32,26.856,174.313,-41.846,14.302,3.033
2012,8,19,0,30,4.066,177.381,-39.249,25.833,3.516
2012,8,21,2,5,30.579,179.265,-37.398,29.641,4.7
2012,8,22,8,41,34.964,166.101,-46.35,5.234,3.7
2012,8,23,10,5,39.687,176.224,-40.158,32.778,3.366
2012,8,25,5,46,48.159,166.149,-46.886,5,3.343
2012,8,27,4,58,41.235,173.189,-42.454,16.651,3.614
2012,8,28,4,41,38.359,177.336,-37.431,2.743,3.174
2012,8,30,14,43,20.755,176.968,-37.856,5.054,3.357
2012,8,30,19,38,35.777,168.752,-44.102,5,4.8
2012,8,31,10,31,20.477,176.564,-40.415,22.593,3.559
2012,9,1,0,24,59.942,174.007,-41.883,15.421,3.234
2012,9,1,16,10,43.236,175.02,-41.423,28.505,3.8
2012,9,7,20,35,18.343,178.127,-37.657,38.376,3.461
2012,9,9,9,11,1.067,172.267,-41.426,10.995,3.309
2012,9,12,18,26,57.514,178.389,-37.037,25.242,3.119
2012,9,15,9,51,59.839,174.281,-41.757,32.909,3.351
2012,9,15,17,32,39.919,174.019,-42.363,26.23,3.475
2012,9,17,16,29,27.334,170.462,-43.257,5.059,3.7
2012,9,18,16,33,15.86,177.535,-39.076,24.884,3.175
2012,9,18,21,17,57.682,174.93,-41.385,16.33,3.091
2012,9,19,11,25,21.514,177.886,-38.524,31.459,3.47
2012,9,20,23,20,17.057,175.514,-41.068,29.789,3.197
2012,9,21,23,39,0.9,174.815,-39.263,30.179,3.078
2012,9,22,3,20,40.45,179.129,-37.487,16.972,3.302
2012,9,22,10,4,37.155,178.652,-38.451,20.05,3.003
2012,9,26,11,9,48.198,179.342,-37.814,37.958,3.357
2012,9,27,22,44,42.704,179.157,-37.459,19.363,3.828
2012,9,30,10,29,46.082,172.665,-43.642,22.402,3.231
2012,10,4,1,53,26.252,175.921,-38.067,7.036,3.122
2012,10,6,0,42,21.322,178.321,-37.543,38.337,3.345
2012,10,16,3,55,31.027,169.443,-43.948,5.195,4.2
2012,10,16,14,1,4.629,165.88,-46.286,5.192,3.412
2012,10,18,0,43,11.223,177.282,-38.766,8.518,3.029
2012,10,20,1,31,33.329,166.346,-46.861,5.005,3.899
2012,10,20,12,13,13.506,178.687,-38.473,17.44,4.5
2012,10,20,21,23,52.225,179.058,-37.929,22.661,3.143
2012,10,21,16,25,54.444,178.619,-37.582,29.836,3.002
2012,10,22,12,46,44.419,178.189,-38.261,14.689,4.6
2012,10,23,13,6,32.035,174.253,-41.669,14.482,3.212
2012,10,23,18,53,19.692,173.415,-39.219,19.303,3.248
2012,10,24,20,29,20.858,168.576,-44.138,5.145,3.8
2012,10,27,13,35,44.793,174.882,-40.085,26.298,4.1
2012,10,29,19,34,41.946,176.547,-39.699,20.9,3.9
2012,10,31,8,39,28.116,172.592,-43.614,6.934,3.6
2012,11,3,11,49,42.234,177.382,-39.23,25.958,3.291
2012,11,5,12,13,44.326,167.441,-44.534,5.005,3.4
2012,11,5,18,6,54.706,172.192,-43.284,21.992,3.044
2012,11,7,4,52,3.475,178.753,-39.14,21.257,3.353
2012,11,10,1,20,15.559,177.062,-39.617,39.348,3.21
2012,11,11,5,39,30.807,168.307,-44.455,5,3.7
2012,11,14,21,46,43.91,176.731,-39.585,20.602,3.191
2012,11,17,23,38,42.681,174.693,-40.853,9.995,3.004
2012,11,19,1,19,48.506,176.606,-40.916,15.829,3.163
2012,11,19,12,2,48.105,167.507,-45.038,5,3.523
2012,11,19,13,56,2.069,174.803,-40.479,36.176,3.527
2012,11,19,19,38,58.812,166.13,-46.079,19.537,3.171
2012,11,20,1,44,45.747,168.489,-44.233,5,3.366
2012,11,21,16,42,33.388,177.195,-36.862,5,3.292
2012,11,22,6,35,52.496,176.334,-40.473,28.651,3.153
2012,11,25,17,26,0.648,165.854,-47.285,5,3.265
2012,11,26,23,30,14.86,177.873,-39.254,23.651,3.031
2012,11,27,19,46,52.444,166.795,-45.012,5,4.1
2012,11,28,9,46,47.092,179.532,-37.372,17.039,3.757
2012,11,28,21,21,20.99,168.338,-44.265,33.002,3.456
2012,11,29,15,9,58.804,176.659,-39.873,27.985,3.024
2012,11,29,19,8,17.622,178.825,-36.777,7.813,3.124
2012,11,30,15,17,55.852,175.591,-39.624,29.65,3.066
2012,12,3,1,37,55.571,177.199,-36.918,6.047,3.046
2012,12,4,3,21,0.378,177.731,-39.148,22.8,3.108
2012,12,7,14,25,46.022,173.849,-42.018,14.018,3.171
2012,12,10,2,24,7.392,174.384,-41.743,27.231,3.705
2012,12,15,11,46,14.277,170.466,-45.11,5,3.05
2012,12,16,13,39,27.799,174.993,-41.396,28.934,3.695
2012,12,18,1,0,18.75,172.77,-43.642,8.428,3.045
2012,12,19,16,25,18.606,178.937,-37.81,25.824,3.22
2012,12,20,17,5,14.652,174.835,-40.137,19.45,3.633
2012,12,26,10,40,27.734,176.272,-40.899,24.59,3.272
2012,12,26,11,25,12.128,176.924,-37.728,9.926,3.061
2012,12,26,16,43,44.413,179.237,-37.069,22.726,3.287
2012,12,27,7,11,44.374,165.81,-45.628,5,3.56
2012,12,27,16,18,44.205,174.206,-41.883,16.329,3.231
2012,12,27,16,22,13.216,171.641,-43.245,5.762,3.26
2012,12,29,5,6,56.248,178.747,-38.16,24.474,3.062
2012,12,31,2,42,9.783,172.431,-43.589,8.691,3.034
2012,12,31,14,11,11.799,173.724,-39.283,10.418,4.6
2013,1,1,8,43,51.6,168.078,-44.472,5.192,3.9
2013,1,2,11,29,29.678,170.537,-43.632,5.183,3.019
2013,1,4,0,12,57.241,175.955,-41.071,26.615,3.117
2013,1,9,8,2,32.574,178.146,-38.492,24.554,4
2013,1,10,11,16,19.194,170.447,-43.576,5.003,3.024
2013,1,13,15,24,23.089,179.206,-37.538,35.84,3.072
2013,1,15,17,25,53.826,175.348,-39.139,10.536,3.12
2013,1,16,11,42,33.54,174.657,-41.455,14.103,3.082
2013,1,18,7,42,16.228,165.941,-47.406,5,3.497
2013,1,20,15,36,4.663,166.091,-46.988,5.192,4.2
2013,1,22,17,21,23.681,172.061,-43.114,12.383,3.021
2013,1,27,12,36,4.029,178.281,-36.755,5.119,3.338
2013,1,29,10,30,13.039,166.019,-46.183,5.197,3.9
2013,1,30,2,43,15.871,172.597,-43.944,21.055,3.5
2013,2,1,5,16,29.977,175.094,-40.804,35.323,3.33
2013,2,2,8,40,27.652,166.249,-46.366,12,4.1
2013,2,4,12,9,19.648,179.107,-37.972,9.869,3.562
2013,2,5,1,6,28.946,178.905,-37.748,32.777,3.657
2013,2,6,9,20,2.224,178.748,-38.151,23.95,3.084
2013,2,11,7,20,58.125,169.52,-44.157,5,3.406
2013,2,12,16,50,15.679,177.861,-38.857,31.03,3.145
2013,2,13,3,39,26.739,172.438,-43.583,5,3.375
2013,2,14,7,34,3.024,165.877,-46.801,5,3.277
2013,2,15,2,31,22.283,172.094,-41.367,24.759,3.193
