y,month,d,h,minute,s,lon,lat,depth,mw
1969,12,11,5,14,9.14,167.26,-45.78,12,3.8305
1974,3,3,18,47,26.23,176.93,-36.62,12,3.8305
1976,3,5,20,38,0.7,179.5,-38.83,12,3.8305
1976,8,10,8,0,41.72,176.37,-37.88,12,3.8305
1977,3,9,16,50,34.54,167.27,-45.28,12,3.8305
1979,11,22,6,27,43.09,166.1,-46.52,12,3.8305
1982,8,18,12,44,12.46,166.54,-47.05,12,3.8305
1985,1,20,19,1,0.91,177.35,-36.67,12,3.8305
1994,11,15,20,4,6.576,168.4244,-44.604,12,3.8305
1995,2,9,2,10,51.89,179.4822,-37.6798,12,3.8305
1995,2,12,6,44,10.797,179.4176,-37.8344,12,3.8305
1996,2,10,17,22,0.715,172.5261,-40.8814,12,3.8305
1999,1,16,7,21,46.729,175.449,-42.555,12,3.8305
2017,12,3,2,39,52.791,179.1695,-37.0352,12,3.8307
2017,12,7,19,29,4.202,178.6973,-35.6762,12,3.8309
1963,8,16,15,56,17.69,177.56,-37.58,12,3.8315
1970,3,14,5,2,46.64,172.67,-41.16,12,3.8315
1971,12,1,15,3,33.07,172,-41.72,12,3.8315
1995,2,6,6,59,56.388,179.9017,-37.5435,12,3.8315
1995,2,7,8,52,32.812,179.4428,-37.495,12,3.8315
1995,2,9,13,56,47.293,179.2715,-37.5892,12,3.8315
1997,3,2,14,46,53.636,177.9761,-36.465,12,3.8315
2019,10,11,18,57,39.978,179.5403,-36.0545,12,3.8322
1979,2,6,17,29,4,179.53,-37.69,12,3.8325
1994,12,15,22,19,17.917,177.3918,-37.3244,12,3.8325
1964,7,30,5,57,56.95,175.66,-37.62,12,3.8335
1968,5,23,19,35,2.62,171.78,-42.37,12,3.8335
1973,7,25,19,6,46.66,176.56,-40.76,12,3.8335
1974,3,3,15,26,3.52,176.95,-36.7,12,3.8335
1979,10,14,3,39,12.86,165.63,-46.78,12,3.8335
1979,12,31,14,14,33.5,174.96,-40.15,12,3.8335
1984,12,28,8,45,31.38,177.49,-36.84,12,3.8335
1984,12,28,15,9,12.46,177.59,-36.61,12,3.8335
1984,12,29,0,17,34.71,177.51,-36.65,12,3.8335
1984,12,30,7,43,1.65,177.52,-36.73,12,3.8335
1984,12,30,13,23,56.95,177.61,-36.6,12,3.8335
1984,12,31,4,44,8.24,177.55,-36.62,12,3.8335
1984,12,31,7,19,49.01,177.37,-36.67,12,3.8335
1984,12,31,9,50,57.98,177.57,-36.61,12,3.8335
1985,1,26,19,47,20.01,177.42,-36.87,12,3.8335
1995,2,6,1,17,19.729,179.4226,-37.7822,12,3.8335
1995,2,6,6,17,51.818,179.4748,-37.8669,12,3.8335
1995,2,6,9,26,15.489,179.3777,-37.7982,12,3.8335
1995,2,8,18,48,12.747,179.1781,-37.9698,12,3.8335
1995,2,11,0,49,23.571,179.4956,-37.7488,12,3.8335
1995,2,11,3,49,1.942,179.3389,-37.5961,12,3.8335
1996,2,29,19,14,10.92,178.9823,-38.0059,12,3.8335
1997,7,19,20,52,27.951,180.9895,-38.331,12,3.8335
2003,4,22,1,19,9.221,165.627,-47.3983,12,3.8335
1963,8,14,3,41,7.29,177.43,-38.14,12,3.8345
1965,9,18,0,20,27.65,177.21,-39.91,12,3.8345
1973,2,15,20,19,33.84,177.27,-39.25,12,3.8345
2005,1,31,8,19,32.11,167.0027,-45.6121,12,3.8347
2018,12,19,20,6,26.047,178.8789,-37.1074,12,3.8351
1974,3,1,7,6,46.53,177.11,-36.5,12,3.8356
1995,2,5,23,10,49.426,179.2983,-37.7786,12,3.8356
1981,3,6,11,15,25,177.26,-37.09,12,3.8366
1997,2,28,17,50,23.442,177.8043,-36.2754,12,3.8366
2020,6,9,6,24,4.937,181.3603,-33.1401,12,3.837
1997,3,1,16,59,32.104,177.7251,-36.3275,12,3.8376
2001,6,24,20,48,41.769,173.4268,-42.43,12,3.8376
2009,7,15,13,53,39.175,166.7723,-45.501,12,3.8376
2013,9,9,6,40,43.76,166.2845,-46.4109,12,3.8376
2019,6,21,7,10,55.399,179.4248,-33.8214,12,3.8381
2005,11,7,2,13,24.638,179.1047,-36.2745,12,3.8384
1946,7,12,23,5,30.59,173.05,-42.39,12,3.8386
1950,1,15,2,4,3.97,174.43,-40.82,12,3.8386
1950,6,3,5,30,35.16,175.93,-38.82,12,3.8386
1951,1,12,8,22,38.37,173.08,-42.71,12,3.8386
1951,4,28,0,21,30.65,173.13,-42.86,12,3.8386
1955,2,25,21,36,21.7,172.35,-41.07,12,3.8386
1961,5,15,15,49,55.27,176.5,-40.57,12,3.8386
1961,9,11,15,34,52.91,177.97,-38.16,12,3.8386
1962,5,1,3,54,18.14,178.19,-36.49,12,3.8386
1962,5,16,14,50,41.83,171.72,-41.69,12,3.8386
1966,2,15,1,17,18.97,175.79,-38.77,12,3.8386
1968,5,30,11,52,44.49,172.05,-41.79,12,3.8386
1977,9,23,15,42,3.79,180.53,-36.56,12,3.8386
1984,12,30,22,7,22.48,177.42,-36.86,12,3.8386
1984,12,30,22,33,17.13,177.41,-37,12,3.8386
1985,1,1,4,14,35.39,177.46,-36.8,12,3.8386
1985,1,2,1,36,36.1,177.5,-36.9,12,3.8386
1985,1,2,8,35,1.93,177.34,-36.9,12,3.8386
1985,1,6,18,29,4.84,177.47,-36.72,12,3.8386
1985,1,6,19,39,55.84,177.55,-36.68,12,3.8386
1985,1,6,21,21,34.34,177.44,-36.7,12,3.8386
1985,1,7,5,45,59.53,177.39,-36.79,12,3.8386
1985,1,7,8,43,59.11,177.47,-36.7,12,3.8386
1985,1,11,3,10,58.35,177.42,-36.89,12,3.8386
1985,3,26,7,34,0.5,176.59,-37.59,12,3.8386
1985,3,30,12,2,0.7,177.96,-36.65,12,3.8386
1993,12,9,17,34,56.154,178.0991,-35.028,12,3.8386
1995,2,6,7,42,27.695,179.3733,-37.8112,12,3.8386
1998,1,26,23,48,21.667,165.2337,-47.6278,12,3.8386
2019,6,21,9,11,35.111,179.6701,-33.7761,12,3.8386
2020,2,14,2,17,17.469,179.7047,-33.8441,12,3.8386
1995,2,6,11,28,40.546,179.4163,-38.0066,12,3.8396
1995,2,11,15,24,42.89,179.4484,-37.7949,12,3.8396
2008,8,23,4,46,4.743,178.0575,-35.053,12,3.8396
1968,5,24,0,47,28.31,171.85,-41.94,12,3.8407
1977,2,17,19,21,51.84,174.11,-41.63,12,3.8407
1979,1,24,19,42,59,178.02,-39.11,12,3.8407
1995,2,6,19,51,15.118,179.4137,-37.501,12,3.8407
1995,2,7,2,13,49.398,179.2833,-37.6665,12,3.8407
1995,2,9,11,19,52.555,179.2765,-37.8016,12,3.8407
1995,2,9,13,14,49.759,179.2881,-37.9849,12,3.8407
1997,3,9,16,16,37.235,177.8189,-36.4266,12,3.8407
1995,2,6,5,14,12.773,179.0622,-37.3372,12,3.8417
1995,2,6,14,53,6.051,179.2354,-37.9921,12,3.8417
1995,2,9,18,1,49.93,179.1978,-38.0088,12,3.8417
2009,7,15,9,50,54.23,167.2907,-45.7282,12,3.8417
2009,7,16,23,17,21.403,165.6896,-47.7775,12,3.8417
1960,9,2,16,22,40.33,174.62,-39.19,12,3.8427
1962,6,23,17,50,46.14,171.1,-42.89,12,3.8427
1970,10,6,15,35,26.41,175.6,-38.97,12,3.8427
1974,9,24,23,10,16.02,177.92,-38.88,12,3.8427
1980,5,22,22,35,3.3,177.96,-39.63,12,3.8427
1994,2,17,20,7,5.079,166.3606,-46.2567,12,3.8427
1995,2,6,12,5,12.628,179.3996,-37.8203,12,3.8427
1997,3,5,9,21,38.562,177.8621,-36.224,12,3.8427
2000,11,14,6,53,45.772,177.1281,-36.5235,12,3.8427
2020,6,20,8,11,38.183,180.8244,-33.4336,12,3.8432
1977,7,11,15,40,59.35,177.94,-39.39,12,3.8437
1981,5,26,20,32,19.98,165.65,-46.85,12,3.8437
1986,8,6,6,5,33.5,171.74,-41.86,12,3.8437
1995,2,6,7,7,55.836,179.3821,-37.8772,12,3.8437
2000,6,7,7,46,8.101,177.8354,-37.3523,12,3.8437
2000,6,24,12,1,19.055,180.5143,-38.1796,12,3.8437
1972,7,1,8,11,52.64,175.7,-37.52,12,3.8447
1994,11,1,9,23,1.597,178.5469,-34.447,12,3.8447
1995,5,23,17,23,38.059,179.4826,-37.3552,12,3.8447
2016,2,26,11,22,59.197,165.9861,-47.4061,12,3.8449
1967,9,15,19,19,24.41,173.52,-42.55,12,3.8458
1976,8,3,18,27,26.84,175.08,-39.21,12,3.8458
1993,9,8,15,12,9.783,173.0619,-42.9132,12,3.8458
1995,2,6,15,40,11.594,179.3077,-37.3785,12,3.8458
1995,2,15,2,9,53.52,179.3719,-37.8409,12,3.8458
1997,3,1,18,49,56.437,177.8903,-36.0461,12,3.8458
1997,10,30,6,46,18.633,175.851,-37.4605,12,3.8458
1942,6,25,5,24,53.92,175.52,-41.15,12,3.8468
1943,3,23,23,57,44,177.76,-39.96,12,3.8468
1944,10,23,2,17,46.55,172.3,-41.63,12,3.8468
1947,5,17,11,7,58.76,177.67,-39.21,12,3.8468
1948,7,1,18,37,27,176.7,-39.75,12,3.8468
1949,1,12,5,58,44.19,176.99,-39.8,12,3.8468
1949,1,30,23,22,11.15,172.4,-41.16,12,3.8468
1949,6,7,3,28,35.67,175.15,-40.03,12,3.8468
1950,6,24,21,2,12.13,173.11,-41.35,12,3.8468
1951,2,17,10,6,45.54,176.82,-39.33,12,3.8468
1951,5,2,17,38,49.51,175.75,-38.68,12,3.8468
1959,5,28,9,22,27.63,175.74,-40.02,12,3.8468
1959,8,29,21,14,54.39,168.37,-44.5,12,3.8468
1960,5,25,3,28,2.59,167.86,-44.22,12,3.8468
1961,3,25,20,31,27.49,172.3,-41.2,12,3.8468
1963,8,4,13,29,53.99,169.64,-44.86,12,3.8468
1965,1,13,16,56,38.66,175.85,-38.7,12,3.8468
1967,6,25,1,3,54.98,178.99,-37.8,12,3.8468
1968,5,26,11,29,8.99,172.01,-41.73,12,3.8468
1968,6,1,0,33,56.17,171.95,-41.85,12,3.8468
1968,6,2,8,26,53.25,171.97,-41.73,12,3.8468
1969,12,2,1,30,35.2,167.69,-44.31,12,3.8468
1970,9,7,13,29,49.15,176.38,-38.54,12,3.8468
1971,11,1,9,17,29.44,175.65,-40.94,12,3.8468
1972,12,21,13,55,20.75,176.7,-40.37,12,3.8468
1976,6,6,1,35,34.6,173.41,-39.47,12,3.8468
1977,4,28,22,21,57.96,167.52,-44.58,12,3.8468
1979,2,26,11,16,5.78,178.05,-37.36,12,3.8468
1979,10,12,11,4,30.1,166.19,-46.69,12,3.8468
1981,3,5,13,13,24.58,177.37,-37.14,12,3.8468
1982,6,29,20,29,54.68,178.12,-40.74,12,3.8468
1982,9,27,4,15,20.35,179.79,-37.8,12,3.8468
1984,5,5,2,42,12.32,166.2,-45.66,12,3.8468
1984,12,30,18,4,39.47,177.52,-36.76,12,3.8468
1985,1,1,22,55,34.09,177.34,-36.86,12,3.8468
1985,1,2,14,0,6.48,177.64,-36.62,12,3.8468
1985,1,6,19,58,27.36,177.5,-36.95,12,3.8468
1985,1,7,15,45,22.75,177.45,-36.79,12,3.8468
1985,1,10,9,53,24.63,177.41,-36.7,12,3.8468
1985,1,10,14,9,4.23,177.5,-36.69,12,3.8468
1985,1,11,6,0,45.49,177.34,-36.95,12,3.8468
1985,1,13,16,7,45.25,177.48,-36.8,12,3.8468
1985,1,13,18,12,6.68,177.52,-36.66,12,3.8468
1989,3,28,11,10,52.533,168.8018,-44.1039,12,3.8478
1995,2,6,4,10,4.504,179.4616,-37.7196,12,3.8478
1995,2,7,4,11,25.285,179.2185,-37.4941,12,3.8478
1995,2,9,15,16,37.235,179.2811,-37.9439,12,3.8478
2009,8,9,18,51,24.714,165.8074,-45.7544,12,3.8484
1976,9,3,4,6,27.17,176.35,-37.79,12,3.8488
1980,1,9,7,5,2.62,179.02,-37.73,12,3.8488
1994,12,15,14,0,46.775,177.5821,-37.1477,12,3.8488
1997,2,27,22,6,14.355,177.6651,-36.2911,12,3.8488
2002,3,26,21,42,52.351,166.3072,-45.9244,12,3.8488
2014,10,13,5,26,33.633,166.0728,-46.2413,12,3.8489
2020,1,3,20,30,28.818,180.8451,-34.4553,12,3.8497
1968,5,23,23,42,38.88,172.08,-41.77,12,3.8498
1969,5,30,18,57,18.92,174.54,-42,12,3.8498
1974,2,28,16,57,47.49,177.28,-36.42,12,3.8498
1974,10,12,17,46,7.8,172.42,-43.2,12,3.8498
1975,2,15,0,31,57.15,171.89,-41.65,12,3.8498
1977,9,24,1,47,28.16,180.59,-36.82,12,3.8498
1981,4,28,23,43,8.4,172.32,-43.19,12,3.8498
1997,3,1,3,0,23.095,177.5637,-36.2472,12,3.8498
1998,7,20,1,19,44.158,167.5317,-44.7762,12,3.8498
1942,6,27,18,58,51.67,175.44,-40.93,12,3.85
1943,10,28,10,40,8.89,174.7,-40.8,12,3.85
1943,12,23,13,52,23.21,175.21,-41.28,12,3.85
1944,9,27,15,56,5.94,175.79,-41.03,12,3.85
1945,3,9,15,21,37.89,174.6,-40.9,12,3.85
1945,8,17,19,32,38.9,174.02,-41.14,12,3.85
1950,8,10,18,12,59.48,177.75,-38,12,3.85
1995,2,6,6,50,43.204,179.3055,-37.4111,12,3.8509
1995,3,4,5,21,28.359,179.3739,-38.1222,12,3.8509
1995,10,25,8,42,26.968,179.7202,-35.8939,12,3.8509
1962,4,6,22,28,1.59,171.42,-41.77,12,3.8519
1963,10,10,20,2,14.99,177.08,-38.23,12,3.8519
1968,5,24,20,36,27.5,171.83,-41.77,12,3.8519
1968,5,30,1,17,26.65,172.03,-41.8,12,3.8519
1968,11,12,10,4,4.63,166.59,-46.38,12,3.8519
1972,10,25,11,28,11.1,176.77,-37.85,12,3.8519
1976,8,21,23,32,40.8,170.67,-42.95,12,3.8519
1982,8,23,6,12,12.1,174.49,-40.38,12,3.8519
1994,12,18,7,16,10.862,177.442,-37.2335,12,3.8519
1995,2,9,11,33,27.854,179.2583,-37.9109,12,3.8519
2020,10,10,6,41,30.582,164.7732,-48.7733,12,3.8521
1974,1,18,6,9,8.58,166.97,-45.16,12,3.8529
1994,12,16,23,7,44.247,177.6035,-37.1501,12,3.8529
1995,1,2,7,41,45.882,175.4104,-39.2973,12,3.8529
1997,3,1,15,46,15.527,177.7675,-36.3329,12,3.8529
1998,1,7,12,11,17.931,165.5304,-47.631,12,3.8529
2019,9,2,2,56,19.714,180.1361,-35.0623,12,3.8532
2018,11,25,1,34,47.508,165.5046,-47.8576,12,3.8536
1957,7,3,6,10,16.13,175.1,-40.11,12,3.8539
1962,1,12,8,30,53.61,177.33,-37.12,12,3.8539
1962,6,17,9,14,34.14,171.31,-41.62,12,3.8539
1977,9,28,7,53,28.3,180.67,-36.93,12,3.8539
1977,11,11,14,28,26.03,174.92,-40.1,12,3.8539
1978,5,23,7,3,15.48,168.6,-44.34,12,3.8539
1982,6,10,22,5,13.21,178.04,-40.65,12,3.8539
1984,12,28,1,31,0.05,177.66,-36.7,12,3.8539
1984,12,29,2,50,17.35,177.52,-36.68,12,3.8539
1984,12,29,9,5,47.88,177.52,-36.71,12,3.8539
1984,12,29,14,11,20.13,177.51,-36.65,12,3.8539
1984,12,30,4,25,24.56,177.51,-36.63,12,3.8539
1984,12,30,23,20,35.7,177.58,-36.72,12,3.8539
1984,12,31,13,43,26.59,177.59,-36.07,12,3.8539
1985,1,10,14,20,50.07,177.44,-36.6,12,3.8539
1985,7,17,21,49,19.89,180.74,-37.26,12,3.8539
1995,2,6,13,45,5.622,179.4062,-37.828,12,3.8539
1995,2,9,10,48,1.721,179.2425,-37.9447,12,3.8539
1994,2,16,19,51,33.652,177.15,-36.758,12,3.8549
1995,2,6,13,43,31.139,179.345,-37.8665,12,3.8549
2020,6,22,16,55,52.813,181.9337,-34.1895,12,3.8552
1973,8,29,18,24,0.08,179.69,-36.67,12,3.856
1995,2,9,3,10,45.461,179.4186,-37.8327,12,3.856
1995,2,9,10,53,54.906,179.2795,-37.8706,12,3.856
1961,5,12,14,46,30.24,179.16,-38.31,12,3.857
1962,2,17,22,45,55.88,177.92,-38.14,12,3.857
1967,5,17,19,6,4.83,176.45,-38.04,12,3.857
1967,6,13,8,39,8.39,177,-37.43,12,3.857
1968,5,29,15,12,44.71,171.88,-41.65,12,3.857
1974,1,24,4,2,47.13,175.78,-39.07,12,3.857
1974,3,13,5,47,14.06,176.94,-36.65,12,3.857
1974,3,21,21,30,9.99,177.11,-36.66,12,3.857
1979,10,13,7,10,49.79,165.77,-46.84,12,3.857
1979,10,13,8,24,45.23,165.55,-46.61,12,3.857
1987,7,1,4,22,42.726,171.7074,-42.6921,12,3.857
1995,2,6,14,37,24.106,179.6295,-37.7167,12,3.857
1995,2,12,8,17,21.208,179.4084,-37.8098,12,3.857
1995,2,12,10,49,5.256,179.4039,-37.5864,12,3.857
1995,3,9,4,15,2.851,179.466,-37.6777,12,3.857
1997,2,28,9,22,20.214,177.8334,-36.3332,12,3.857
1997,3,1,23,13,36.948,177.605,-36.3554,12,3.857
2000,6,9,23,46,13.62,179.7098,-37.4274,12,3.857
2019,6,28,19,39,47.888,181.4018,-33.0486,12,3.8571
2019,8,9,8,13,34.361,179.6171,-33.9753,12,3.8571
1964,12,21,14,55,5.07,175.79,-38.68,12,3.858
1970,9,27,2,9,7.64,174.3,-40.89,12,3.858
1971,5,12,2,31,29.12,171.91,-41.72,12,3.858
1976,4,22,23,17,36.06,175.9,-41.63,12,3.858
1994,12,15,13,49,56.354,177.5501,-37.1034,12,3.858
1995,2,6,10,2,26.03,179.3049,-37.6555,12,3.858
1995,2,6,22,40,41.303,179.2596,-37.5089,12,3.858
1995,2,7,19,56,30.879,179.3177,-37.4193,12,3.858
1995,2,12,9,15,51.476,179.4174,-37.8367,12,3.858
2009,7,15,11,18,56.197,166.121,-45.931,12,3.858
2020,6,22,20,55,45.022,181.5336,-33.6236,12,3.8581
1968,2,2,19,1,1.16,176.28,-38.4,12,3.859
1968,5,24,2,15,5.82,171.75,-41.74,12,3.859
1977,5,22,15,23,16.75,176.74,-37.8,12,3.859
1982,6,23,8,15,18.62,178.11,-40.62,12,3.859
1995,2,6,11,8,15.739,179.6274,-37.7777,12,3.859
1995,2,9,3,17,18.005,179.2946,-37.7912,12,3.859
1998,1,28,10,13,48.123,165.3821,-47.6215,12,3.859
2017,6,30,19,42,17.585,179.7588,-37.6389,12,3.8599
1963,6,8,15,44,2.75,173.1,-42.94,12,3.86
1975,6,9,11,7,31.18,176.86,-40.11,12,3.86
1990,10,7,12,2,10.197,179.8527,-37.6888,12,3.86
1993,8,27,2,24,29.695,178.3056,-35.599,12,3.86
2002,10,10,13,7,49.116,177.1683,-36.6821,12,3.86
1970,7,3,14,46,24.91,172.77,-40.99,12,3.8611
1971,7,1,0,14,50.29,177.11,-39.96,12,3.8611
1971,12,15,10,17,59.45,178.6,-38.9,12,3.8611
1989,8,14,6,0,27.645,173.5095,-39.6983,12,3.8611
1994,12,26,11,47,14.162,180.3408,-37.3064,12,3.8611
1995,2,10,4,44,21.246,179.1317,-38.1221,12,3.8611
1995,2,8,19,49,12.564,179.4982,-37.5158,12,3.8621
1995,2,9,16,3,44.364,179.2372,-37.8232,12,3.8621
1995,9,9,2,1,18.357,179.7224,-37.819,12,3.8621
2000,7,20,12,50,14.982,177.5565,-36.5842,12,3.8621
2020,3,30,3,18,53.908,181.2716,-34.4127,12,3.8625
2020,7,15,7,2,3.299,181.0986,-34.0866,12,3.8627
2008,1,31,20,29,36.598,179.5767,-35.8855,12,3.8629
1995,2,6,1,43,15.008,179.3741,-37.825,12,3.8631
1995,2,6,10,51,54.259,179.2981,-37.8083,12,3.8631
1995,2,11,7,25,12.223,179.3773,-37.4011,12,3.8631
1995,2,17,6,36,58.033,178.873,-37.9669,12,3.8631
1942,6,24,12,53,12.43,175.49,-40.91,12,3.8641
1943,8,2,8,44,0.9,176.91,-40.61,12,3.8641
1943,9,7,19,41,52.8,176.06,-41.69,12,3.8641
1943,9,9,17,24,7.39,177.99,-38.61,12,3.8641
1944,1,31,21,28,51.63,172.93,-41.41,12,3.8641
1944,12,5,2,31,38.02,177.16,-39.91,12,3.8641
1944,12,21,23,54,59.96,171.26,-43.37,12,3.8641
1945,9,10,12,20,58.96,172.6,-41.16,12,3.8641
1945,11,5,11,18,52.78,173.28,-40.48,12,3.8641
1946,2,24,23,12,28.37,176.21,-39.54,12,3.8641
1946,10,14,8,5,51.21,172.39,-42.13,12,3.8641
1947,11,9,2,4,58.98,177.7,-39.69,12,3.8641
1948,6,22,21,31,48.34,175.26,-40.89,12,3.8641
1948,9,6,0,34,31.56,171.42,-43.4,12,3.8641
1949,5,14,12,22,9.75,174.7,-38.79,12,3.8641
1949,7,30,13,18,19.62,178.9,-39.46,12,3.8641
1949,9,13,1,56,19.46,174.84,-39.28,12,3.8641
1949,10,1,1,18,37.91,172.8,-42.27,12,3.8641
1950,1,19,19,10,57.51,174.13,-40.95,12,3.8641
1950,10,18,17,24,4.52,177.35,-39.89,12,3.8641
1951,4,19,18,15,30.41,173.24,-42.83,12,3.8641
1951,11,1,16,10,8.71,174.62,-39.98,12,3.8641
1952,5,20,10,31,49.2,168.13,-43.47,12,3.8641
1953,11,9,18,27,26.49,177.64,-40.34,12,3.8641
1960,5,21,13,26,41.33,167.22,-46.54,12,3.8641
1960,5,24,19,57,40.03,167.7,-44.2,12,3.8641
1960,5,25,3,2,11.15,167.72,-44.3,12,3.8641
1960,5,30,2,29,16.01,167.7,-44.2,12,3.8641
1960,6,24,6,17,24.33,168,-44,12,3.8641
1961,1,25,10,46,50.59,168.06,-44.3,12,3.8641
1961,2,21,9,59,13.37,167.65,-42.92,12,3.8641
1961,9,15,20,56,34.52,176.08,-38.82,12,3.8641
1961,12,12,14,15,1.29,177.98,-38.99,12,3.8641
1962,5,10,20,21,59.82,171.44,-41.69,12,3.8641
1962,5,11,21,3,35.83,171.32,-41.64,12,3.8641
1962,6,22,10,29,22.86,176.89,-37.83,12,3.8641
1968,5,23,19,31,38.23,171.84,-41.71,12,3.8641
1968,5,24,0,34,6.77,171.73,-41.72,12,3.8641
1969,1,31,23,15,54.18,167.29,-44.6,12,3.8641
1970,2,14,19,13,9.43,180.87,-36.87,12,3.8641
1974,12,14,20,8,8.62,177.56,-36.12,12,3.8641
1976,9,15,15,11,55.69,165.79,-46.15,12,3.8641
1979,10,12,11,35,7,166.01,-46.35,12,3.8641
1979,10,14,6,44,53.3,165.87,-46.85,12,3.8641
1982,7,7,5,58,21.1,178,-40.79,12,3.8641
1983,1,6,19,59,47.46,173.66,-39.55,12,3.8641
1983,5,15,7,34,17.88,165.1,-47.38,12,3.8641
1983,11,11,10,41,36.63,180.44,-36.32,12,3.8641
1984,10,21,21,1,27.4,175.11,-39.97,12,3.8641
1984,12,28,22,17,33.66,177.5,-36.52,12,3.8641
1984,12,29,23,37,30.08,177.48,-36.85,12,3.8641
1984,12,30,22,13,16.05,177.45,-37.02,12,3.8641
1984,12,31,3,9,16.97,177.3,-36.88,12,3.8641
1985,1,1,7,29,42.52,177.33,-37.28,12,3.8641
1985,1,1,9,38,53.46,177.56,-36.74,12,3.8641
1985,1,1,12,20,53.01,177.43,-36.72,12,3.8641
1985,1,2,14,28,26.08,177.53,-36.71,12,3.8641
1985,1,2,16,12,30.94,177.58,-36.7,12,3.8641
1985,1,3,3,45,47.37,177.28,-36.94,12,3.8641
1985,1,4,7,56,52.46,177.4,-36.86,12,3.8641
1985,1,5,0,50,17.87,177.34,-36.67,12,3.8641
1985,1,5,8,45,21.56,177.56,-36.62,12,3.8641
1985,1,7,10,31,53.95,177.5,-36.71,12,3.8641
1985,1,16,15,43,29.36,177.48,-36.89,12,3.8641
1985,1,17,7,13,47.28,177.33,-36.73,12,3.8641
1985,1,26,21,4,43.56,177.53,-36.64,12,3.8641
1985,7,25,4,53,37.65,175.65,-39.48,12,3.8641
1986,9,9,14,6,20.39,174.98,-40.15,12,3.8641
1994,12,18,4,51,5.629,177.3856,-37.2844,12,3.8641
1995,2,6,19,52,9.275,179.4338,-37.5195,12,3.8641
1995,2,8,0,17,56.235,179.2706,-37.9576,12,3.8641
1996,12,16,22,25,47.4,176.8798,-40.9053,12,3.8641
1999,8,13,8,59,38.661,180.2138,-36.5236,12,3.8641
2002,4,15,5,57,56.83,177.1318,-42.4147,12,3.8641
2011,11,18,3,38,14.967,179.7972,-37.4366,12,3.8648
2020,7,21,21,41,54.382,180.7182,-34.633,12,3.8649
1995,2,7,4,56,6.299,179.5299,-37.5172,12,3.8651
1995,2,9,9,32,23.27,179.2087,-37.9817,12,3.8651
1995,7,21,0,47,39.664,179.5283,-37.8106,12,3.8651
2016,6,21,18,44,56.695,166.1421,-46.9942,12,3.8659
2020,6,23,20,40,15.989,177.6655,-32.254,12,3.8661
1971,9,24,21,53,11.4,173.64,-40.23,12,3.8662
2017,6,28,17,47,5.691,178.7922,-37.1958,12,3.8662
1965,7,7,16,35,44.99,176.95,-39.76,12,3.8672
1995,2,12,5,2,14.3,179.4102,-37.6985,12,3.8672
1968,5,24,1,36,15.05,171.86,-41.91,12,3.8682
1984,3,22,14,18,20.8,178.88,-39.66,12,3.8682
1992,3,26,23,15,48.852,177.229,-37.2034,12,3.8682
1995,2,6,5,55,30.226,179.3646,-37.4297,12,3.8682
2019,8,8,13,37,20.559,178.9208,-32.0415,12,3.8687
2020,9,9,17,34,30.793,178.6938,-32.4072,12,3.8699
1963,12,8,20,16,38.96,172.32,-41.06,12,3.8702
1968,4,4,11,51,37.3,166.8,-45.17,12,3.8702
1995,2,6,11,3,7.615,179.2233,-37.8602,12,3.8702
1997,9,17,22,16,10.843,178.3813,-37.194,12,3.8702
1968,11,22,4,13,32.64,171.55,-41.65,12,3.8713
1971,10,5,21,55,55.23,165.81,-45.69,12,3.8713
1973,7,20,2,36,35.28,176.54,-39.8,12,3.8713
1974,3,4,1,52,21.95,176.97,-36.62,12,3.8713
1974,5,15,9,44,50.55,168.61,-44.27,12,3.8713
1976,5,4,20,27,2.97,167.48,-44.65,12,3.8713
1980,7,7,10,25,42.24,165.95,-46.39,12,3.8713
1992,3,21,10,2,36.389,179.7567,-37.6086,12,3.8713
1995,2,8,17,25,7.742,179.1744,-38.0255,12,3.8713
1997,2,28,12,16,30.58,177.9567,-36.2874,12,3.8713
1997,2,28,18,57,25.073,177.7482,-36.3192,12,3.8713
1999,6,21,9,3,13.354,173.2205,-39.9679,12,3.8713
2009,7,15,15,21,4.687,166.116,-45.9966,12,3.8716
2019,7,12,9,29,25.134,181.7781,-33.1728,12,3.872
1974,3,7,13,54,43.45,177.14,-36.57,12,3.8723
1983,9,8,8,31,31.33,171.49,-42.77,12,3.8723
1999,1,19,23,37,2.921,177.1785,-39.948,12,3.8723
2020,6,22,10,41,1.433,178.5909,-34.2537,12,3.8723
2020,6,18,20,56,28.972,181.4888,-33.3966,12,3.8726
1975,4,10,18,40,14.2,173.34,-39.57,12,3.8733
1995,2,6,1,37,50.717,179.4625,-37.5315,12,3.8733
1997,2,27,23,44,35.17,177.8313,-36.27,12,3.8733
1998,2,19,17,34,33.778,178.9435,-36.1534,12,3.8733
1999,7,15,12,58,36.573,176.999,-36.8347,12,3.8733
1949,11,24,6,2,23.29,173.77,-41.33,12,3.8743
1959,1,12,0,35,30.16,172.38,-42.05,12,3.8743
1959,5,21,17,34,40.27,172.33,-41.39,12,3.8743
1960,9,15,6,3,12.7,175.12,-40.1,12,3.8743
1973,12,11,2,57,58.84,169.59,-43.77,12,3.8743
1974,3,17,12,0,5.89,177.16,-36.41,12,3.8743
1978,3,31,13,5,59.41,178.38,-38.38,12,3.8743
1978,7,7,23,59,3.7,170.46,-45.14,12,3.8743
