target_id,latitude,longitude,time,magnitude,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
1540,-43.1808,172.0704,2015-03-17 20:43:01.037,3.8000000000000003,3.5,0.0,1.5264226889076911e-07,0.7758546762675909,0.22414532373240917,1.0
1541,-41.9138,173.4021,2015-03-22 18:06:30.526,3.9000000000000004,3.5,0.0,1.5264226889076911e-07,0.9981417833253192,0.0018582166746807962,1.0
1542,-40.1754,174.3707,2015-03-23 22:27:50.337,3.5,3.5,0.0,1.5264226889076911e-07,0.47250168875415566,0.5274983112458445,1.0
1543,-42.5299,172.8826,2015-03-26 13:12:37.059,3.9000000000000004,3.5,0.0,1.5264226889076911e-07,0.34147055185390857,0.6585294481460914,1.0
1544,-40.6092,175.8987,2015-04-02 02:05:37.533,3.8000000000000003,3.5,0.0,1.5264226889076911e-07,0.9984143393152374,0.001585660684762655,1.0
1545,-41.7569,174.1487,2015-04-04 22:40:38.431,3.7,3.5,0.0,1.5264226889076911e-07,0.9935354134028425,0.0064645865971576155,1.0
1546,-43.6105,172.7269,2015-04-05 04:08:27.734,3.7,3.5,0.0,1.5264226889076911e-07,0.9905628403639654,0.009437159636034715,1.0
1547,-43.6183,172.6037,2015-04-06 15:03:27.832,3.6,3.5,0.0,1.5264226889076911e-07,0.990715110838638,0.009284889161362053,1.0
1548,-43.6195,168.7265,2015-04-09 10:14:41.458,3.7,3.5,0.0,1.5264226889076911e-07,0.003648303516623199,0.9963516964833767,1.0
1549,-37.919,178.3874,2015-04-13 23:05:48.624,4.4,3.5,0.0,1.5264226889076911e-07,0.3414424342399255,0.6585575657600745,1.0
1550,-37.9357,178.3521,2015-04-14 00:24:09.660,4.6000000000000005,3.5,0.0,1.5264226889076911e-07,0.9999834918641455,1.6508135854569844e-05,1.0
1551,-42.1785,172.9271,2015-04-14 05:47:24.516,3.6,3.5,0.0,1.5264226889076911e-07,0.096425980611428,0.903574019388572,1.0
1552,-41.6644,174.2743,2015-04-22 22:36:42.248,4.0,3.5,0.0,1.5264226889076911e-07,0.9977107761327721,0.0022892238672276442,1.0
1553,-41.6658,174.2651,2015-04-22 22:42:42.416,4.7,3.5,0.0,1.5264226889076911e-07,0.9999993751386448,6.248613552069638e-07,1.0
1554,-39.0031,174.0395,2015-04-28 08:26:16.944,3.8000000000000003,3.5,0.0,1.5264226889076911e-07,0.0034561084697514507,0.9965438915302486,1.0
1555,-42.9758,171.7649,2015-05-03 06:46:42.186,4.0,3.5,0.0,1.5264226889076911e-07,0.4512353341753773,0.5487646658246228,1.0
